0,0
1,10.20799332
2,12.54593649
3,24.49811702
4,35.28295667
5,30.61417409
6,24.35816368
7,25.98691745
8,26.48005074
9,24.49901262
10,31.33269183
11,58.61487342
12,58.19254608
13,50.81978132
14,56.56564679
15,29.06914217
16,46.1364286
17,58.04080026
18,38.10514402
19,77.35666262
20,51.65742919
21,53.38835361
22,44.71348768
23,68.66913325
24,34.572555
25,72.48525618
26,83.032901
27,82.78391107
28,68.08281654
29,70.28506364
30,76.30840074
31,84.79348035
32,92.5037694
33,60.6464463
34,66.89119522
35,61.00299135
36,56.15014979
37,54.89121974
38,104.0321778
39,115.3707692
40,96.29458721
41,70.12575354
42,66.79713733
43,84.59258347
44,69.66761912
45,102.5159004
46,108.1001792
47,84.83673569
48,64.81325132
49,75.89221659
50,118.1612856
51,70.93658562
52,106.772841
53,123.8760316
54,116.4880531
55,86.64787202
56,102.3716948
57,130.0144859
58,129.165043
59,120.7771307
60,133.2971318
61,125.0148287
62,76.92219997
63,137.4068528
64,105.7543388
65,137.0365624
66,91.95730785
67,123.1041146
68,125.4917214
69,77.30176095
70,131.5203654
71,80.1780146
72,106.0614308
73,79.08841789
74,90.99680739
75,154.9059604
76,119.3802527
77,121.2709854
78,161.5460261
79,145.1046297
80,156.9067629
81,84.77493476
82,121.7208235
83,64.69107647
84,119.7156338
85,148.5298466
86,119.2879175
87,109.4915965
88,125.4962654
89,124.2289916
90,121.0174895
91,100.4241711
92,158.9686726
93,112.8026133
94,87.12851977
95,98.28937551
96,167.7782278
97,94.34214204
98,84.75312043
99,160.8904271
100,94.3921276
101,147.6655254
102,123.2161445
103,166.3905294
104,118.5691823
105,96.40435057
106,96.06881759
107,155.2085362
108,99.90844149
109,126.505318
110,135.8174124
111,199.4299706
112,96.06563189
113,124.835004
114,175.537588
115,80.25361575
116,106.5366214
117,104.3618103
118,116.5901186
119,136.6792081
120,166.1736715
121,109.16464
122,81.74194739
123,138.7949308
124,146.4303536
125,98.09686326
126,170.5575575
127,107.3541088
128,136.8165463
129,94.91940978
130,93.90891207
131,163.9198691
132,177.7433657
133,104.2511738
134,93.37441823
135,193.8840947
136,113.5547458
137,120.9142661
138,106.7252785
139,108.7943935
140,146.480814
141,165.4215139
142,212.2073936
143,98.37984527
144,174.3309484
145,189.7596298
146,128.4916207
147,175.414385
148,137.2214984
149,99.01452605
150,165.505627
151,175.6025836
152,183.2814228
153,150.0142114
154,206.6063918
155,156.0562647
156,136.7926427
157,208.4612527
158,189.5715919
159,131.2314677
160,139.3046505
161,173.8601783
162,156.8326273
163,138.1295347
164,116.3628357
165,200.4374349
166,184.8639751
167,111.4617512
168,131.5757035
169,221.2623785
170,243.1583872
171,190.6503799
172,190.5061518
173,106.3465577
174,187.4343729
175,95.07249436
176,230.6562275
177,102.7700112
178,177.44676
179,123.8883951
180,228.2303011
181,95.91546601
182,133.530028
183,142.2218342
184,172.4207385
185,142.5317379
186,126.76369
187,194.7684415
188,188.6118639
189,193.91536
190,259.7962868
191,116.2218562
192,126.6537585
193,212.4258776
194,240.9541244
195,252.9378657
196,224.1193015
197,205.1440026
198,167.5360345
199,207.0380608
200,191.8709861
201,194.4382327
202,153.851364
203,182.5504722
204,153.5639007
205,195.5609903
206,234.7403557
207,215.2988369
208,239.3200197
209,228.1707546
210,204.8388788
211,234.6151481
212,125.9538278
213,237.6675275
214,195.2748924
215,110.3756683
216,251.3305484
217,185.0344977
218,153.4082561
219,140.8529488
220,261.5825987
221,211.7735101
222,250.1624143
223,241.3462484
224,210.2198882
225,211.8917972
226,172.8463145
227,246.5958123
228,242.8731844
229,205.3420608
230,175.640864
231,227.0420191
232,176.7553827
233,175.515569
234,219.5947017
235,169.7831314
236,203.6125278
237,176.0815112
238,234.0286941
239,241.971932
240,293.4584703
241,251.9958193
242,196.2274492
243,212.4805928
244,172.5766679
245,231.2340634
246,122.5226821
247,211.9609336
248,233.4405089
249,278.1145879
250,282.3554514
251,175.9015167
252,197.243035
253,169.5593328
254,246.437459
255,239.9944386
256,181.1087382
257,173.6129016
258,200.98018
259,287.5133648
260,267.2630218
261,169.7414601
262,239.9773835
263,145.3230428
264,176.4201873
265,195.5941481
266,291.384863
267,274.8486307
268,192.5322523
269,251.2491841
270,132.9474612
271,143.7651812
272,190.2491104
273,212.9779403
274,228.0511285
275,222.3216113
276,210.8689154
277,302.8986787
278,257.1675948
279,222.2216607
280,309.0453634
281,234.6527165
282,187.386488
283,195.5426142
284,161.2615133
285,217.7164274
286,293.4128113
287,238.3286792
288,172.9450524
289,221.8126617
290,305.5129009
291,277.7525469
292,285.6241624
293,125.1325487
294,182.2462858
295,230.8677798
296,191.1890353
297,235.5669963
298,220.1204209
299,159.3103923
300,170.0098639
301,273.5695922
302,248.3124412
303,173.0657205
304,250.4750711
